ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
49.09,71.49,1900.72,63311.12
54.56,2.17,1900.72,63311.18
32.74,9.35,1900.72,63311.18
33.98,50.82,1900.73,63311.89
23.73,46.91,1900.73,63311.29
22.24,72.45,1900.73,63311.37
47.03,81.61,1900.73,63311.82
23.9,62.62,1900.73,63311.87
66.03,12.59,1900.73,63312.09
76.67,59.66,1900.73,63312.11
58.37,56.6,1900.73,63312.11
61.48,45.86,1900.74,63312.16
64.35,74.53,1900.74,63312.21
78.64,56.65,1900.74,63312.23
70.39,74.44,1900.74,63312.3
74.61,22.08,1900.74,63312.57
75.09,72.81,1900.75,63312.94
63.37,61.05,1900.75,63313.03
57.21,56.44,1900.75,63313.24
69.47,63.16,1900.75,63313.28
68.92,52.94,1900.75,63313.29
50.34,26.89,1900.75,63313.32
56.96,73.23,1900.75,63313.64
50.78,33.37,1900.75,63313.64
44.29,53.31,1900.76,63313.94
63.12,32.49,1900.76,63846.05
63.82,7.65,1900.78,63846.41
54.8,10.41,1900.78,63846.42
30.34,33.37,1900.79,63846.58
22.44,73.22,1900.79,63846.69
41.35,2.94,1900.8,63847.14
41.41,18.14,1900.8,63847.21
33.23,2.08,1900.8,63847.58
38.48,35.17,1900.82,63847.77
31.39,18.62,1900.82,63847.78
38,21.24,1900.82,63847.85
44.3,11.43,1900.82,63848.1
51.28,34.84,1900.82,63848.21
72.25,5.97,1900.83,63848.24
55.5,32.21,1900.84,63848.25
76.21,35.23,1900.84,63848.31
57.47,23,1900.84,63848.93
34.58,10.31,1900.85,63849.16
51.82,3.52,1900.86,63849.16
39.31,78.11,1900.9,63849.32
30.06,20.33,1900.9,63849.43
26.41,81.86,1900.91,63849.62
46.35,9.67,1900.93,63849.83
65.04,21.96,1900.94,63849.88
75,30.44,1900.94,63849.97
60.08,66.96,1900.94,63850.1
59.06,13.36,1900.94,63850.19
66.01,58.76,1900.94,63850.19
48.08,42.95,1900.94,63850.36
30.97,21.52,1900.94,63850.39
44.24,41.08,1900.95,63850.73
25.74,31.62,1900.95,63850.75
50.17,22.65,1900.95,63850.94
27.69,79.08,1900.95,63850.94
51.05,19.15,1900.95,63851.18
61.18,74.92,1900.95,63851.19
53.67,28.15,1900.95,63851.2
56.65,31.76,1900.95,63851.39
59.14,47.86,1900.95,63851.72
78.65,31.96,1900.95,63851.89
62.7,44.55,1900.95,63851.98
72.83,81.21,1900.95,63852.04
84.83,53.27,1900.95,63852.13
78.59,25.2,1900.95,63852.14
70.21,68.45,1900.96,63852.16
46.76,43,1900.96,63852.18
66.66,26.84,1900.96,63852.28
86.66,61.75,1900.96,63852.35
70.68,82.84,1900.96,63852.48
72.64,73.83,1900.96,63852.85
71.74,16.44,1900.97,63852.98
48.55,23.97,1900.97,63852.98
55.8,84.53,1900.97,63853.02
71,79.08,1900.97,63853.21
67.28,75.61,1900.97,63853.42
73.79,85.12,1900.97,63853.75
49.87,62.8,1901.01,63854.44
69.32,60.3,1901.03,63854.7
80.31,54.54,1901.04,63855.07
92.92,19.62,1901.04,63855.2
71.86,36.6,1901.07,63855.29
72.24,2.9,1901.07,63855.35
72.08,53.44,1901.07,63855.41
70.2,60.46,1901.07,63855.52
56.49,88.39,1901.07,63855.55
59.03,60.03,1901.07,63855.9
38.39,9.84,1901.07,63856.13
57.19,33.08,1901.08,63856.21
49.5,81.49,1901.08,63856.36
70.62,3.61,1901.08,63856.39
73.05,62.92,1901.08,63856.48
62.82,56.95,1901.1,63856.58
52.36,46.45,1901.1,63856.62
62.19,53.39,1901.1,63856.64
76.81,61.38,1901.12,63856.74
87.57,42.36,1901.18,63857.02
68.6,49.02,1901.21,63857.12
81.4,50.65,1901.3,63857.12
61.07,31.03,1901.31,63857.23
44.01,64.19,1901.59,63857.89
31.97,29.09,1901.69,63857.6
49.31,35.09,1901.79,63857.72
37.08,75.95,1901.99,63857.73
20.79,79.07,1902.15,63857.78
55.03,87.98,1902.32,63858.16
45.62,14.47,1902.42,63858.28
65.97,21.77,1902.7,63858.28
51.37,47.64,1902.85,63858.42
26.42,82.43,1903.09,63858.42
48.01,33.96,1903.25,63858.46
32.42,22.92,1903.25,63858.6
58.28,31.08,1903.25,63858.62
50.02,79.5,1903.89,63858.64
56.93,37.35,1903.89,63859.09
69.47,13.12,1903.89,63859.14
70.82,80.21,1903.89,63859.34
70.58,29.09,1903.89,63859.41
52.99,38.75,1903.89,63859.5
53.15,78.34,1903.27,63860.03
59.04,34,1903.27,63860.05
66.22,5.77,1903.27,63861.07
71.79,40.09,1903.27,63861.17
70.19,50.46,1903.3,63861.43
93.56,23.1,1903.3,63861.47
81.09,67.55,1903.3,63861.55
68.44,89.85,1903.3,63861.67
78.3,70.82,1903.31,63861.75
61.94,61.28,1903.31,63861.76
70.34,88.45,1903.31,63861.79
90.18,19.11,1903.31,63861.9
74.45,75.26,1903.31,63861.93
59.95,85.69,1903.32,63862.06
81.67,85.08,1903.33,63862.18
94.07,88.71,1903.33,63862.29
91.01,77.8,1903.33,63862.48
68.55,85.04,1903.33,63862.53
43.69,43.43,1903.33,63862.54
30.25,28.43,1903.33,63862.79
42.75,9.62,1903.35,63862.9
34.14,50.53,1903.36,63862.95
22.91,14.68,1903.36,63862.99
28.58,88.6,1903.36,63864.08
28.53,69.24,1903.37,63864.51
21.82,55.49,1903.43,63864.65
21.35,19.88,1903.44,63864.78
29.62,42.91,1903.44,63864.96
25.17,68.68,1903.44,63865.17
37.39,74.03,1903.44,63865.29
54.72,16.49,1903.44,63865.62
39.2,49.31,1903.45,63865.64
59.34,62.86,1903.46,63866.2
42.13,55.62,1903.46,63866.34
40.82,42.58,1903.48,63866.52
50.94,64.58,1903.48,63866.57
30.9,84.65,1903.49,63866.69
26.35,65.74,1903.49,63866.31
53.91,37.91,1903.49,63866.83
54.92,16.14,1903.49,63866.88
67.93,21.27,1903.5,63866.89
50.43,55.26,1903.5,63867.13
40.52,21.76,1903.5,63867.31
24.77,56.75,1903.5,63867.31
20.06,33.36,1903.5,63868.13
43.95,57.97,1903.5,63868.21
58.13,41.33,1903.51,63868.22
61.39,11.61,1903.52,63868.32
86.18,68.64,1903.53,63868.33
78.74,30.54,1903.58,63868.46
88.06,40.08,1903.65,63868.48
78.33,39.57,1903.74,63868.53
75.47,44.93,1903.82,63868.58
86.46,61.33,1903.94,63868.59
66.13,49.5,1904.01,63868.67
83.62,30.49,1904.02,63868.68
67.5,35.92,1904.02,63868.82
56.53,50.8,1904.02,63869
77.21,46.06,1904.02,63869.29
57.56,42.04,1904.02,63869.58
81.61,65.13,1904.02,63869.61
77.7,88.11,1904.02,63869.66
89.97,44.26,1904.02,63869.69
68.37,81.82,1904.03,63869.92
80.62,20.46,1904.03,63870.05
61.93,36.04,1904.03,63870.17
77.91,3.81,1904.04,63870.18
66.24,74.38,1904.05,63871.21
45.97,82.58,1904.05,63871.33
38.56,12.91,1904.05,63871.36
33.3,36.27,1904.05,63871.38
29.33,63.01,1904.05,63871.69
26.32,6.62,1904.05,63872.09
43.71,32.14,1904.05,63872.62
64.81,68.38,1904.05,63872.69
54.12,50.16,1904.05,63873.07
29.49,40.32,1904.05,63873.08
36.63,46.26,1904.05,63873.17
65.79,75.35,1904.08,63873.27
77.37,16.65,1904.08,63873.28
69.93,76.74,1904.08,63873.31
58.67,47.28,1904.08,63873.74
44.83,63.33,1904.08,63873.78
55.87,86.96,1904.08,63873.88
73.77,84.13,1904.08,63873.89
76.55,74.03,1904.08,63874
69.72,11.11,1904.08,63874.15
70.18,4.28,1904.08,63874.16
77.16,30.15,1904.08,63874.37
58.38,73.05,1904.09,63874.4
34.05,6.03,1904.09,63847.39
43.32,49.59,1904.14,63877.89
42.04,71.79,1904.19,63887.33
27.25,51.58,1904.4,63887.82
42.12,11.42,1904.89,63888.92
31.47,32.74,1905.24,63889.68
28.94,61.26,1906.05,63890.35
29.25,28.97,1906.63,63891.95
41.35,57.94,1906.88,63892.62
60.32,35.37,1906.92,63893.34
58.83,35.05,1906.94,63894.2
76.62,29.33,1906.94,63894.31
61.34,48.34,1906.94,63895.87
56.13,8.28,1906.95,63896.42
37.45,62.12,1907,63903.54
36.52,73.8,1907.93,63903.96
42.96,82.54,1908.04,63905.04
40.84,23.6,1908.04,63906.94
61.73,38.2,1908.05,63908.24
44.4,76.04,1908.06,63908.73
65.25,68.88,1908.11,63910.69
60.83,75.53,1908.11,63912.06
37.57,80.8,1908.11,63913.09
45.28,18.47,1908.11,63913.14
59,16.27,1908.11,63914.72
50.28,84.02,1908.11,63915.02
58.05,39.44,1908.12,63915.67
46.75,76.57,1908.12,63916.05
26.39,5.83,1908.12,63916.23
42.41,49.59,1908.12,63916.68
31.06,4.91,1908.13,63917.12
61.3,14.96,1908.24,63918.43
69.64,33.01,1909.01,63919.73
67.19,79.28,1909.13,63947.39
61.9,56.15,1909.15,63921.7
82.09,30.15,1909.16,63921.94
72.89,37.89,1909.16,63921.98
80.06,62.51,1909.58,63922.31
89.27,30.96,1910.1,63923.19
72.77,40.22,1910.32,63924.24
63.19,42.71,1910.43,63925.65
80.77,61.4,1910.56,63925.31
87.34,66.49,1910.56,63926.19
66.37,84.95,1910.56,63928.13
42.9,26.27,1910.56,63929.14
37.55,38.22,1910.57,63929.15
49.23,72.09,1910.64,63984.59
41.42,49.24,1910.66,63984.86
20.68,14.19,1910.68,63931.02
61.79,39.97,1910.69,63931.09
72.43,23.78,1910.69,63932.64
84,84.29,1910.69,63932.85
67.56,4.66,1910.69,63933.02
72.74,35.17,1910.69,63933.12
49.84,76.56,1910.69,63933.12
43.25,29.41,1910.69,63933.13
50.49,89.7,1910.69,63933.15
65.69,85.46,1910.69,63933.18
52.35,89.6,1910.7,63933.38
61.45,44.09,1910.72,63934.25
75.13,6.66,1910.72,63934.3
94.33,36.81,1910.72,63935.48
74.07,45.41,1910.72,63935.56
59.61,19.26,1910.73,63935.61
35.28,10.69,1910.74,63935.31
43.24,74.94,1910.74,63935.91
38.11,82.47,1910.74,63936.02
60.71,24.16,1910.74,63936.22
67.57,79.9,1910.74,63936.35
50.95,86.34,1910.74,63936.42
37.43,45.88,1910.74,63936.51
27.82,13.39,1910.74,63936.8
21.22,11.9,1910.74,63936.92
34.59,35.04,1910.8,63940.73
27.03,56.25,1912.05,63943.05
36.59,77.65,1912.16,63943.85
20.63,41.18,1912.23,63944.47
58.64,27.73,1914.2,63954.52
64.46,50.33,1914.21,63956.77
50.6,42.18,1914.21,63969.28
66.63,71.09,1914.21,63969.33
67.18,5.57,1914.21,63980.36
68.1,61.29,1914.21,63986.35
44.51,38.04,1914.21,63995.92
46.8,39.55,1914.22,63995.92
35.56,32.09,1914.22,63999.32
66.04,64.89,1914.22,64001.99
41.72,20.37,1914.22,64005.29
43.68,87.3,1914.22,64005.54
29.14,8.97,1914.23,64007.55
33.28,72.03,1914.23,64009.67
46.91,51.48,1914.23,64011.75
48.14,54.17,1914.23,64012.75
25.54,19.46,1914.24,64012.76
44.31,22.61,1914.24,64013.91
20.27,9.14,1914.24,64015
67.56,14.47,1914.24,64016.06
65,78.8,1914.24,64016.29
74.95,4.05,1914.24,64017.19
58.85,80.33,1914.24,64018.11
42.91,85.83,1914.89,64018.65
53.96,36.62,1914.27,64019.16
62.16,74.25,1914.43,64074.36
41.2,38.16,1914.45,64074.83
29.77,42.85,1914.5,64021.19
37.05,40.35,1914.51,64021.79
44.81,39.48,1914.51,64022.11
41.15,54.81,1914.51,64022.75
47.53,77.07,1914.51,64022.9
64.13,73.84,1914.51,64023.21
70.41,70.74,1914.51,64023.32
73.76,62.07,1914.51,64023.47
71.29,8.49,1914.52,64023.54
78.98,5.05,1914.52,64023.54
62.46,27.34,1914.52,64023.74
72.57,17.97,1914.52,64023.92
62.55,18.09,1914.55,64024.54
73.8,11.3,1914.55,64024.61
65.64,84.13,1914.56,64024.62
59.3,45.76,1914.56,64024.78
52.89,34.75,1914.56,64024.79
61.87,53.03,1914.56,64024.86
82.91,56.64,1914.56,64024.88
83.43,81.69,1914.58,64025.27
83.72,10.45,1914.58,64025.36
67.2,27.2,1914.58,64025.58
51.36,70.68,1914.58,64025.65
57.69,9.96,1914.58,64025.66
42.26,82.02,1914.58,64025.9
49.19,30.77,1914.58,64040.63
59.7,27.89,1914.58,64041.1
78.62,31.1,1914.6,64041.2
89.7,36.01,1914.62,64042.21
83.92,24.61,1914.63,64044.51
63.35,29.37,1914.63,64046.99
44.32,61.88,1914.63,64048.02
20.04,18,1914.63,64048.02
61.73,75.02,1914.64,64049.1
48.21,55.23,1914.64,64050.3
33.88,29,1914.65,64051.5
28,89.34,1914.65,64051.5
68.08,31.91,1914.66,64052.07
43.54,65.08,1914.66,64053.57
54.85,38.42,1914.67,64054.51
37.84,24.95,1914.69,64054.52
25.31,85.5,1914.71,64055.14
41.44,22.57,1914.71,64055.56
78.64,58.61,1914.72,64055.91
59.74,30.64,1914.73,64055.93
55.52,16.49,1914.74,64056.02
52.27,54.25,1914.74,64056.07
46.08,29.83,1914.75,64056.08
40.55,42.98,1914.76,64056.09
44.89,41.84,1914.76,64056.12
59.19,67.59,1914.76,64056.16
58.34,46.59,1914.76,64056.35
50.04,12.03,1914.76,64056.37
29.4,43.17,1914.76,64056.39
39.26,15.12,1914.76,64056.52
35.97,84.67,1914.76,64056.69
25.36,84.62,1914.76,64056.76
41.02,78.5,1914.77,64056.93
60.6,70.06,1914.77,64057.05
51.66,23.78,1914.79,64057.16
62.86,28.35,1914.8,64057.54
82.3,75.45,1914.8,64057.54
77.38,14.8,1914.8,64057.61
90.61,2.45,1914.8,64057.64
72.91,69.8,1914.8,64057.78
78.62,66.37,1914.8,64057.79
58.62,43.37,1914.8,64057.8
55.8,64.51,1914.8,64057.82
75.48,55.91,1914.31,64058.06
80.59,32.07,1914.31,64058.25
60.1,39.42,1914.83,64058.37
57.57,4.94,1914.85,64058.58
61.13,4.31,1914.86,64059.01
44.95,3.03,1914.86,64059.38
42.94,56.48,1914.86,64059.49
29,48.19,1914.86,64059.52
43.58,62.44,1914.86,64059.55
59.23,14.8,1914.87,64059.56
67.63,23.44,1914.88,64059.64
59.2,86.66,1914.88,64059.71
53.13,51.85,1914.88,64060.28
30.04,47.96,1914.89,64060.3
51.63,69.15,1914.9,64060.44
68.72,32.01,1914.9,64060.46
70,61.55,1914.9,64060.56
58.61,7.86,1914.9,64060.68
80.06,43.19,1914.94,64060.73
76.51,48.5,1914.94,64060.75
62.58,70.76,1914.94,64061.32
60.3,2.91,1914.94,64061.43
74.07,61.89,1914.95,64061.46
62.87,85.53,1914.95,64061.49
81.79,12.38,1914.95,64061.57
71.64,39.23,1914.95,64061.58
51.92,26.45,1914.95,64062.38
50.41,70.73,1914.95,64062.38
43.03,66.32,1914.95,64062.41
65.71,53.55,1914.96,64062.42
66.18,79.71,1914.96,64062.53
49.92,27.7,1914.96,64062.85
43.08,59.23,1914.98,64063.02
41.72,51.09,1915,64063.06
23.44,70.4,1915,64063.24
48.43,7.75,1915,64063.27
28.25,45.32,1915,64063.5
66.21,20.65,1915.06,64063.69
90.78,25.57,1915.06,64063.69
78.07,82.06,1915.06,64063.73
62.31,13.56,1915.07,64063.85
46.11,89.73,1915.08,64064.07
21.93,84.06,1915.08,64064.16
43.19,17.4,1915.08,64064.19
23.26,25.41,1915.08,64064.22
55.47,69.24,1915.08,64064.39
73.46,11.41,1915.08,64064.39
63.91,28.91,1915.09,64064.6
39.43,63.4,1915.09,64064.66
59.59,83.23,1915.09,64064.69
73.65,9.8,1915.12,64064.83
67.95,70.16,1915.12,64065.31
56.87,75.94,1915.12,64065.34
37.17,36.98,1915.12,64065.35
25.29,29.9,1915.12,64065.52
43.42,84.61,1915.12,64065.56
25.59,10.52,1915.12,64065.57
52.52,71.85,1915.13,64065.58
47.3,4.39,1915.13,64065.59
22.45,12.7,1915.13,64065.63
56.64,82.66,1915.14,64066.37
67.43,45.01,1915.14,64066.4
73.91,48.76,1915.17,64066.4
85.31,48.18,1915.18,64066.55
85.26,31.79,1915.18,64066.85
83.91,9.59,1915.18,64066.94
61.55,45.73,1915.18,64066.95
59.7,63.66,1915.18,64067.05
47.85,14,1915.18,64067.11
37.48,7.3,1915.18,64067.19
26.52,70.14,1915.18,64067.24
40.2,74.68,1915.18,64067.3
46.29,84.72,1915.19,64067.87
69.9,21.19,1915.19,64068.1
69.36,33.76,1915.19,64068.24
83.22,67.54,1915.2,64068.32
88.7,78.01,1915.2,64068.4
79.47,14.25,1915.2,64068.4
61.85,56.93,1915.21,64068.42
74.01,27.16,1915.21,64068.65
52.33,71.19,1915.23,64068.97
60.85,57.22,1915.23,64069.12
85.21,3.13,1915.24,64069.23
73.48,49.08,1915.24,64069.38
76.48,36.5,1915.24,64069.56
55.22,27.95,1915.24,64069.6
40.74,72.44,1915.24,64069.61
60.39,25.37,1915.25,64069.65
70.58,14.19,1915.25,64069.68
71.87,40.49,1915.25,64069.86
85.54,38.64,1915.25,64070.07
69.85,62.02,1915.25,64070.08
74.36,30.39,1915.25,64070.23
57.27,35.4,1915.25,64070.31
79.62,12.42,1915.25,64070.42
83.28,8.77,1915.89,64070.45
88.11,5.06,1915.89,64072.47
77.58,34.4,1915.89,64072.51
87.31,70.09,1915.89,64072.84
70.76,48.6,1915.89,64072.85
46.86,61.19,1915.89,64072.96
45.41,23.31,1915.27,64073.04
51.73,36.73,1915.27,64073.11
70.81,41.2,1915.27,64073.47
91.99,58.61,1915.27,64073.51
79.62,12.05,1915.27,64073.58
76.04,32.08,1915.27,64073.71
60.94,86.12,1915.28,64073.79
44.15,75.99,1915.28,64073.8
45.78,71.14,1915.3,64073.83
38.79,81.81,1915.31,64074.92
34.17,7.59,1915.31,64074.95
37.54,50.72,1915.31,64074.95
42.8,13.75,1915.31,64075.1
32.14,2.3,1915.32,64075.1
21.17,35.97,1915.32,64075.13
24.27,24.28,1915.32,64075.13
24.15,7.34,1915.32,64075.14
38.61,88.79,1915.33,64075.32
22.34,77.31,1915.34,64076.05
29.05,49.5,1915.34,64076.08
31.95,55.13,1915.35,64076.14
54.19,19.15,1915.36,64076.17
77.42,61.4,1915.37,64036.82
56.62,51.5,1915.37,64036.82
36.86,26,1915.37,64076.5
27.98,74.48,1915.37,64076.63
24.77,42.63,1915.37,64026.91
48.64,56.4,1915.37,64026.99
73.08,71.1,1915.37,64077.02
53.84,3.15,1915.37,64077.11
74.86,71.56,1915.37,64077.33
72.19,31.67,1915.37,64077.33
61.26,69.97,1915.38,64047.4
60.19,32.42,1915.38,64047.41
82.74,5.06,1915.38,64047.44
90.91,71.88,1915.38,64047.44
85.81,13.94,1915.39,64032.98
92.42,74.82,1915.39,64077.85
85.2,16.57,1915.39,64077.96
63.7,6.97,1915.39,64077.97
45.32,58.63,1915.39,64077.98
23.93,47.76,1915.39,64078.03
42.52,12.98,1915.4,64078.03
49.18,63.35,1915.4,64078.05
47.08,47.86,1915.4,64078.06
27.46,59.31,1915.4,64078.99
52.09,47.94,1915.4,64079.31
59.97,21.7,1915.41,64079.4
83.48,86,1915.41,64079.43
75.26,61.28,1915.41,64079.57
57.08,34.08,1915.41,64079.65
46.62,39.68,1915.41,64079.67
40.85,89.39,1915.42,64079.69
33.8,65.39,1915.45,64079.98
37.3,23.75,1915.46,64080.21
35.92,13.82,1915.46,64080.31
65,52.57,1915.46,64031.36
41.71,10.23,1915.46,64031.39
56.44,51.9,1915.46,64031.44
64.64,62.78,1915.47,64031.45
79.55,31.08,1915.47,64031.45
57.23,19.08,1915.47,64031.85
50.76,3.52,1915.47,64082.01
32.39,88.46,1915.47,64082.14
38.43,89.13,1915.47,64082.18
31.63,85.95,1915.47,64082.21
43.71,84.63,1915.48,64082.24
64.78,22.8,1915.48,64082.69
50.98,22.06,1915.5,64082.96
35.8,53.2,1915.51,64083
59.09,18.89,1915.51,64083.24
57.67,22.93,1915.51,64083.24
55.47,26.51,1915.51,64083.24
43.69,72.19,1915.51,64083.25
49.13,17.59,1915.52,64083.27
55.48,19.42,1915.53,64083.38
72.78,31.34,1915.53,64083.54
72.29,45.64,1915.53,64083.93
49.42,22.72,1915.53,64083.96
71.13,13.23,1915.54,64083.99
49,87.54,1915.54,64084.15
58.32,20.02,1915.54,64084.15
75.15,46.59,1915.55,64084.89
68.06,34.41,1915.55,64084.31
76.04,76.26,1915.55,64084.35
78.03,83.29,1915.55,64084.41
76.7,63.29,1915.55,64084.42
71.09,25.76,1915.55,64084.46
51.2,2.21,1915.56,64084.48
44.32,57.54,1915.56,64084.76
51.55,19.52,1915.56,64084.88
71.54,61.71,1915.57,64084.91
58.99,63.69,1915.57,64085.08
80.85,79.72,1915.57,64085.09
64.03,40.18,1915.58,64095.31
80.72,48.11,1915.58,64096.8
79.78,56.09,1915.58,64097.11
92.48,34.22,1915.58,64097.2
81.61,6.13,1915.58,64097.24
66.39,11.13,1915.58,64097.52
73.54,76.84,1915.58,64097.56
63.45,47.12,1915.59,64097.57
71.57,60.24,1915.59,64097.58
62.22,62.41,1915.59,64097.61
60.1,86.55,1915.59,64097.86
38.47,6.87,1915.59,64097.87
50.51,68.29,1915.6,64097.97
43.67,83.92,1915.6,64098.06
33.62,68.77,1915.6,64098.09
55.14,16.6,1915.61,64098.1
56.74,44.98,1915.61,64098.28
81.21,34.94,1915.61,64098.31
64.98,7.33,1915.61,64098.36
79.83,89.04,1915.61,64098.51
57.62,12.45,1915.61,64098.31
34.06,73.18,1915.61,64098.86
27.96,65.22,1915.62,64098.87
30.23,50.3,1915.62,64098.95
23.53,83.64,1915.62,64098.95
56.85,40.57,1915.62,64099.1
41.36,48.91,1915.62,64099.23
64.59,70.87,1915.62,64099.23
78.22,78.55,1915.62,64099.24
54.9,70.65,1915.63,64099.89
74.36,39.48,1915.63,64099.29
80.97,78.25,1915.63,64099.91
82.97,35.8,1915.63,64099.98
64.82,4.75,1915.66,64100.11
77.74,3.5,1915.66,64100.15
84.04,27.78,1915.66,64100.17
81.12,39.5,1915.66,64100.17
63.65,33.56,1915.66,64100.18
65.28,66.58,1915.66,64100.2
68.77,34.53,1915.67,64100.48
61.69,34.73,1915.67,64100.49
79.45,79.72,1915.68,64100.53
55.45,86.48,1915.69,64101.34
73.97,30.08,1915.69,64101.56
92.73,12.87,1915.69,64101.71
75.93,9.77,1915.69,64101.76
94.05,12.19,1915.69,64101.83
75.31,82.55,1915.7,64101.85
86.13,78.73,1915.7,64101.85
74.44,22.28,1915.71,64101.96
61.83,80.95,1915.71,64101.99
62.65,33.82,1915.71,64102.31
75.62,7.54,1915.71,64102.31
78.74,75.43,1915.72,64102.37
74.93,19.86,1915.72,64102.71
86.55,68.29,1915.73,64102.72
76.95,35.96,1915.73,64102.79
57.14,35.97,1915.73,64108.17
46,29.19,1915.73,64108.93
54.01,37.15,1915.74,64110.22
46.03,69.03,1915.74,64110.31
48.94,62.66,1915.74,64110.55
37.62,17.25,1915.74,64110.7
62.17,79.51,1915.74,64110.76
46.81,16.4,1915.74,64110.93
66.47,34.3,1915.75,64110.95
86.26,18.88,1915.75,64111
83.04,71.49,1915.75,64111.13
63.37,84.43,1915.75,64111.45
55.36,68.49,1915.75,64111.55
68.69,53.17,1915.75,64111.63
65.56,63.21,1915.75,64111.77
84.54,20.04,1915.75,64111.97
84.45,79.6,1915.75,64112.01
69.15,80.11,1915.75,64112.02
78.89,82.88,1915.75,64112.05
59.24,5.44,1915.76,64112.05
69.31,5.09,1915.76,64113.12
88.24,37.43,1915.76,64113.33
93.55,89.92,1915.76,64113.52
78.33,26.92,1915.76,64113.56
84.83,79.84,1915.76,64113.62
67.42,34.79,1915.76,64113.62
75.88,6.17,1915.76,64113.66
94.92,54.22,1915.76,64114.05
84.33,10.24,1915.76,64114.06
68.76,35.4,1915.76,64114.07
86.7,10.98,1915.76,64114.09
84.92,64.7,1915.76,64114.32
60.99,65.21,1915.76,64114.9
64.73,80.23,1915.77,64114.93
70.54,63.34,1915.79,64118.58
74.41,45.81,1915.79,64136.45
78.22,7.54,1915.8,64136.56
79.02,86.01,1915.8,64136.59
89.53,22.52,1915.8,64136.59
80.75,4.88,1915.8,64136.62
72.19,8.8,1915.31,64136.94
81.25,12.1,1915.82,64137.15
58.16,65.41,1915.82,64137.15
47.46,58.72,1915.83,64137.17
42.43,8.33,1915.83,64137.44
26.24,3.59,1915.83,64137.49
55.67,9.48,1915.83,64137.49
39.12,24.83,1915.83,64137.53
35.71,85.34,1915.84,64137.55
76.08,67.37,1915.84,64137.93
64.93,22.34,1915.84,64137.94
58.93,34.28,1915.86,64138.05
41.29,78.27,1915.86,64138.13
48.02,29.01,1915.86,64138.21
44.14,40.91,1915.86,64138.27
45.29,68.58,1915.87,64138.36
62.7,21.11,1915.87,64138.59
73.76,46.18,1915.87,64138.62
49.23,61.22,1915.87,64139.08
64.82,47.52,1915.89,64139.55
44.4,39.72,1915.9,64139.74
39.22,79.24,1915.91,64139.79
49.36,75.96,1915.91,64140.02
54.56,78.26,1915.91,64140.35
45.52,23.41,1915.91,64140.4
26.34,29.49,1915.91,64140.44
33.99,22.42,1915.91,64140.45
50.74,72.17,1915.91,64140.48
71.11,70.44,1915.91,64140.49
88.76,22.11,1915.94,64140.77
84.62,44.57,1915.95,64141.2
86.39,77.66,1915.95,64141.25
68.7,70.31,1915.95,64141.43
68.88,68.93,1915.95,64141.51
86.32,18.96,1915.95,64141.92
73.74,23.71,1915.95,64141.98
48.99,12.58,1915.96,64141.99
46.55,49.03,1915.98,64142.16
30.82,6.08,1916.03,64142.67
44.08,74.6,1916.04,64144.23
36.02,78.73,1916.08,64144.51
37.23,17.49,1916.11,64144.98
43.87,20.8,1916.11,64145.14
37.48,42.18,1916.11,64145.2
41.28,4.21,1916.11,64145.3
56.09,76.09,1916.11,64145.41
78.2,81.14,1916.11,64145.41
87.29,81.51,1916.11,64145.44
94.39,51.07,1916.11,64145.48
73.44,69.63,1916.15,64145.48
67.46,63.05,1916.19,64145.93
85.68,82.74,1916.2,64146.33
68.49,19.83,1916.2,64147
46.76,45.52,1916.22,64147.09
45.16,88.12,1916.22,64147.19
69.36,16.55,1916.22,64147.29
48.07,3.52,1916.22,64147.74
54.07,3.49,1916.22,64148.25
71.8,61.13,1916.24,64148.3
63.87,48.22,1916.24,64148.5
46.81,32.45,1916.24,64148.61
44.63,45.48,1916.25,64148.64
42.38,30.09,1916.25,64148.64
72.96,59.21,1916.25,64148.91
80.33,16.6,1916.25,64148.94
64.25,75.26,1916.89,64148.99
86.9,53.81,1916.89,64149.15
87.58,34.21,1916.89,64149.21
78.96,19.97,1916.89,64149.28
61.56,13.6,1916.89,64149.34
71.8,27.97,1916.27,64149.47
66.61,82.7,1916.27,64149.61
46.7,53.78,1916.27,64149.66
67.83,71.28,1916.27,64149.8
51.2,20.66,1916.27,64149.98
54.55,73.43,1916.27,64150.07
32.7,47.3,1916.27,64150.09
32.99,58.64,1916.28,64150.12
53.74,81.27,1916.28,64150.12
66.85,58.56,1916.28,64151.25
73.86,22.85,1916.28,64151.42
54.54,80.54,1916.28,64151.56
58.95,64.47,1916.28,64152.15
74.12,29.09,1916.28,64152.15
51.47,78.34,1916.28,64152.16
68.48,13.32,1916.28,64152.18
64.04,47.34,1916.28,64152.89
87.56,87.47,1916.29,64153.59
71.81,79.7,1916.29,64153.76
91.64,51.7,1916.29,64153.91
79.69,81.18,1916.29,64153.93
62.38,68.65,1916.29,64153.94
53.68,59.55,1916.29,64153.97
48.93,11.07,1916.29,64154.13
52.34,17.15,1916.29,64186.19
53.6,21.43,1916.29,64186.22
55.4,11.1,1916.29,64186.23
43.04,34.75,1916.29,64186.48
58.38,61.24,1916.3,64186.51
40.94,80.51,1916.3,64188.55
29.23,11.84,1916.3,64188.55
61.91,67.16,1916.3,64188.71
